,abbr,word
1332,pegad,pegadaian
1333,keno,kenongo
1334,organ,organizer
1335,tre,tren's
1336,prem,premier
1337,(sm,(smpn)
1338,ramu,ramunia
1339,hanj,hanjuang
1340,cha,chanet
1341,treng,trengguli
1342,nusa.rw:10,nusa
1343,sriwi,sriwijaya
1344,prajeksari,pra
1345,mahk,mahkota
1346,consul,consulting.
1347,cile,ciledug
1348,wahy,wahyono
1349,pujiastuti,pujiastuti
1350,kecj,kecjawai
1351,sumber,sumberagung
1352,gal,galang
1353,x-t,x-trem
1354,stem,stempel
1355,dem,demang
1356,sayu,sayutan
1357,al-h,al-hadiy
1358,sudar,sudarsono
1359,elda,eldamar
1360,wol,wolter
1361,al-isti,al-istiqomash
1362,tirt,tirtarum
1363,mangun,mangunharjo
1364,phil,philipin
1365,meng,mengenal
1366,azw,azwars
1367,barito,bar
1368,ngem,ngempon
1369,air,airdas
1370,pertamb,pertambangan
1371,ene,energi
1372,berkha,berkhasiat
1373,seko,sekolah
1374,siom,siombo
1375,saptamargaleuwiliang,saptamarga
1376,serang,serang-pan
1377,goal,goalpara
1378,raya.,raya
1379,nas,nasion
1380,ver,veruna
1381,ngemplak),ngemplak
1382,cim,cimahi
1383,kaliabang,kalia
1384,nami,namirah
1385,kebid,kebidanan
1386,bega,begawan
1387,mumung,mumunggang
1388,rengasde,rengasdengklok
1389,alb,albros
1390,albe,alberkat
1391,mahas,mahasiswa
1392,sas,sasuit
1393,ki.h.a,ki.h.abu.n
1394,d'p,d'pitz
1395,dina,dinamika
1396,jela,jelantik
1397,barcad,baros-
1398,nin,niniek
1399,7-el,7-eleven
1400,tuw,tuwiri
1401,an-,an-nur
1402,marg,margonda
1403,mim,mimisa
1404,embong,emb
1405,yon,yoneki
1406,machi,machinery
1407,tengahjl.agungnipah,tengah
1408,jatimulya,jati
1409,muk,muklis
1410,expr,express
1411,fat,fatima
1412,perusa,perak
1413,perhu,perhutani
1414,babakan,baba
1415,jampirejo,jampi
1416,raudh,raudhatul
1417,madu,madukoro
1418,sad,sadang
1419,hidayat,hidayatullah
1420,al-mus,al-muslimun
1421,alam,alamsyah
1422,jihad),jihad
1423,imp,impian
1424,kang,kanginan
1425,dew,dewata
1426,siliw,siliwangi
1427,samar,samarinda
1428,de'l,de'lucky
1429,kepega,kepegawaian
1430,wctechn,wctechnology
1431,cilegon),cilegon
1432,ngu,ngurah
1433,cab,cabang
1434,sentani),sentani
1435,yam,yamaha
1436,trenggalek-,trenggalek-ponorogo
1437,sri,srikun
1438,vio,violet
1439,kendar,kendari-ho
1440,paci,pacific
1441,situ,situraja
1442,mekarsari,mekar
1443,kundu,kunduran-
1444,stat,station
1445,cult,culture
1446,ast,astina
1447,sidawe,sid
1448,kelon,kelontong
1449,tuam,tuamang
1450,ism,ismail
1451,kosong,kos
1452,ril,rileks
1453,pengin,penginapan
1454,brack,brackelet
1455,ment,mentari
1456,lal,lalago
1457,puspit,puspitasari
1458,atta,attaqwa
1459,almustag,almustaghfirin
1460,tors,torsina
1461,pusaka,pus
1462,mas'u,mas'udiah
1463,masyi,masyithoh
1464,bles,blessing
1465,nitr,nitrogen
1466,dumi,dumilah
1467,kebaha,kebahagiaan
1468,rangkah,rang
1469,plao,plaosan
1470,busi,business
1471,padm,padmarum
1472,rosd,rosdiana
1473,cem,cemara
1474,mant,mantang
1475,deli,deliana
1476,mansionunit20#02jln.casablanca,mansion
1477,upakarajl,upakara
1478,parang,par
1479,ward,wardoyo
1480,lab,labuan
1481,rokha,rokhayati
1482,minim,minimalis
1483,feli,felicia
1484,break,breakneck
1485,bekasi),bekasi
1486,trans,transport
1487,jaja,jajanan
1488,pusp,puspitek
1489,mej,mejoyo
1490,salu,salulemo
1491,mancak-,mancak-anyer
1492,parad,paradigma
1493,penggilingan,peng
1494,jayakarta),jayakarta
1495,andal,andalusia
1496,istiq,istiqomah
1497,kusm,kusmayad
1498,perwak,perwakilan
1499,selol,seloliman
1500,al-mua,al-muawanah
1501,bong,bongkar
1502,disci,disciples
1503,mcdona,mcdonald's
1504,pat,patrol
1505,motor,motorindo
1506,nirm,nirmala
1507,cime,cimerak
1508,salsa,salsabila
1509,pedur,pedurenan
1510,nis,nissan
1511,bhin,bhinneka
1512,pecan,pecangaan
1513,(al,(alfa)
1514,sya,syapri
1515,jati),jati
1516,sabili,sabilillah
1517,rol,roliah
1518,arb,arbain
1519,ambu,amburang
1520,warudo,warudoyong
1521,zach,zachman
1522,sampangrumah,sampang
1523,lands,landscape
1524,rais,rais
1525,chu,chuppy
1526,mechan,mechanical
1527,edel,edelweis
1528,tuba,tuban-g
1529,uny),uny
1530,resid,residence
1531,pamoy,pamoyanan
1532,ame,amenah
1533,klon,klontong
1534,fal,fallah
1535,fre,freddy
1536,medan,medan-t
1537,jasm,jasminie
1538,patt,pattiro
1539,hasa,hasanah
1540,jab,jabbar
1541,exp,expres
1542,tirta,tirtayasa
1543,ermi,ermiati
1544,buil,building
1545,cima,cimahpar
1546,wila,wilayah
1547,syams,syamsudin
1548,manisk,maniskidul
1549,cipe,cipedak
1550,persada.,persada
1551,borang.,borang
1552,kristan,kristantinah
1553,mir,mirage
1554,door,doorsmer
1555,balitb,balitbangda
1556,marc,marchel
1557,sale,salemah
1558,limb,limbung
1559,at-taufi,at-taufiqiyyah
1560,rei,reisha
1561,maduri,mad
1562,charles,charleskeith
1563,cukaisukapurajakarta,cukai
1564,suha,suhanda
1565,geb,gebang
1566,saf,safira
1567,gard,gardenia
1568,wazo,wazoeng
1569,citra,citratama
1570,unt,untung
1571,rina,rinaldi
1572,regencyblok,regency
1573,cikarang,cika
1574,sel.,sela
1575,arengrt04,areng
1576,erna,ernawati
1577,bet,betari
1578,kir,kirana
1579,suas,suastuti
1580,ning,ningsih
1581,howe,howezen
1582,indus,industira
1583,peak,peakwine
1584,lux,luxury
1585,laza,lazatto
1586,pasap,pasapati.
1587,tin,tinggi
1588,juw,juwana
1589,pulasaren,pulas
1590,hotel.jl,hotel
1591,palat,palataran
1592,cira,ciracas
1593,kun,kuning
1594,mancasan),mancasan
1595,brot,brothers
1596,betung,bet
1597,rub,rubeka
1598,ibtid,ibtidaiya
1599,maja,majalah
1600,sertajaya,serta
1601,kampung,kamp
1602,tamanmini,taman
1603,red,redisa
1604,photos,photostudio
1605,mart,martabak
1606,cimanggudi,cimanggu
1607,pangr,pangrango
1608,peny,penyetan
1609,indr,indrala
1610,zam,zamrud
1611,sati,satipah
1612,kuto,kutorejo
1613,perf,perfeck
1614,pergu,perguruan
1615,susuka,susukan-cia
1616,kost,kostrad
1617,corner,cornerstone
1618,sidika,sidikalang
1619,bubu,bubutan
1620,peng,penggil
1621,jine,jinelin
1622,tera,teratai
1623,sukoh,sukoharjo
1624,pek,pekaru
1625,bul,bulian
1626,este,estetika
1627,dis,disolo
1628,sumoh,sumoharjo
1629,pendi,pendidkan
1630,bilin,bilingual
1631,boar,boarding
1632,manukan,manu
1633,daily,dailytrav
1634,afde,afdeling
1635,keta,ketapang
1636,mengk,mengkurai
1637,har,hareem
1638,glob,global.
1639,ismail,ismailiyah
1640,suk,sukses
1641,hori,horison
1642,zal,zaleha
1643,shol,sholihin
1644,mome,momentum
1645,otom,otomotif
1646,pada,padamara
1647,gint,ginting
1648,grap,grapiku
1649,teles,telesindo
1650,sura,surabaya
1651,art,artha
1652,won,wonoso
1653,cuc,cuciin
1654,larisa,lar
1655,residence,residence
1656,timur.,timur
1657,cend,cendana
1658,moto,motoshop
1659,mulyo,mulyoarum
1660,brig,brigjen
1661,meu,meutia
1662,mur,murni.
1663,bron,brongkos
1664,gedanganak,ged
1665,cal,calvin
1666,batt,battery
1667,ari,arifin
1668,perlind,perlindungan
1669,masyar,masyarakat
1670,jimb,jimbaran
1671,dinam,dinamika.
1672,laksa,laksamana
1673,princes,princess-glam
1674,sode,sodetan
1675,sertif,sertifikasi
1676,orga,organik
1677,payt,paytern
1678,pacc,paccera
1679,lacak-m,lacak-mobil.
1680,permai.,permai
1681,jul,julius
1682,sys,system
1683,azza,azzahra
1684,syi,syinof
1685,bud,budaya
1686,kfc,kfc
1687,syar,syariyah
1688,bon,bonjol
1689,atel,atelier
1690,mun,munjul
1691,magersari,mager
1692,cir,circle
1693,sno,snogen
1694,pagesa,pagesangan
1695,sito,sitorus
1696,rang,rangkoh
1697,tengah,ten
1698,jl.jokotoleno.41rw.,jl.jokotole
1699,fardiyatus,fardiyatussa'adah
1700,abdu,abdullah
1701,merp,merpati
1702,l.j.ho,l.j.hooker
1703,sin,sintuk
1704,melati,mel
1705,peda,pedaging
1706,kober,kober
1707,anyar),anyar
1708,fitd,fitdaus
1709,cileng,cilengkrang
1710,hetm,hetmina
1711,sti,stiker
1712,sind,sindoro
1713,mey,meylin
1714,bongkok.blok,bongkok
1715,abd,abdura
1716,banjar,banjarsari
1717,poske,poskesdes
1718,starb,starbucks
1719,rawa,rawakuda
1720,chris,christine
1721,kej,kejora
1722,mall,mall
1723,nurz,nurzaini
1724,maran,maranatha
1725,prufu,prufuture
1726,elek,elektro
1727,hast,hastina
1728,pros,prosweal
1729,rea,realty
1730,impr,impressa
1731,fut,futsal
1732,srig,srigadis
1733,mishba,mishbaahul
1734,cice,cicendo
1735,almukh,almukhlish
1736,univer,universitas
1737,trisakti-,trisakti-gedung
1738,hita,hitachi
1739,juma,jumarokh
1740,fask,faskora
1741,buff,buffalo
1742,off,office
1743,yabhinka),yabhinka
1744,negla,neglasari
1745,bendul,ben
1746,merisi,mer
1747,ciga,cigasong
1748,putih),putih
1749,ayamalas,ayam
1750,gg.b,gg.buluh
1751,cio,ciomas
1752,benowo.,benowo
1753,kend,kendari
1754,cad,cadang
1755,jel,jelita
1756,wili,wiliana
1757,widyad,widyadharma
1758,kegi,kegiatan
1759,kesejah,kesejahteraan
1760,sos,sosial
1761,batu),batu
1762,rebel,rebellion
1763,pari,pariama
1764,labu,labuhan
1765,yestri,yestrijal
1766,spl,splash
1767,bulu,bulungan
1768,bastardkus,bastardkustomwork
1769,patti,pattimura
1770,made,madecca
1771,ikaj,ikajaya
1772,cibeut,cibeuteung
1773,sarund,sarundajang
1774,pagarantapahd,pagarantapahdarussalam
1775,hasbunallah,hasbunallah
1776,jaticempaka,jati
1777,ist,istana
1778,senj,senjaya
1779,mobi,mobil''
1780,balee,baleendah
1781,cinun,cinunjang
1782,pemb,pembang
1783,pai,paiton
1784,rumput.,rumput
1785,bri,bright
1786,weeno,weenolium
1787,tual,tualang
1788,pavi,pavillon
1789,paradi,paradise.cv
1790,malljln.diponegoro,mall
1791,kaliba,kalibanteng
1792,anne,annerja
1793,land,landono
1794,logis,logistics
1795,tanjong,tanjongminjei
1796,karu,karunia
1797,dela,delapan
1798,pil,pilang
1799,wil,wildan
1800,kusn,kusnari
1801,alumi,aluminium
1802,argun,argungsih
1803,baitu,baitullah
1804,syaq,syaqina
1805,jaga,jagalan
1806,moj,mojoke
1807,rhama,rhamayana
1808,sawojajar,sawoj
1809,jogo,jogorogo
1810,gede,gede
1811,qurr,qurrotu
1812,tahu,tahunan
1813,bab,babang
1814,seb,seblak
1815,isab,isabella
1816,kartini,kart
1817,telawang,teluk
1818,siman,simanindo
1819,amir,amirudin
1820,ang,angklo
1821,acad,academy
1822,hut,hutama
1823,perkan,perkantoran
1824,sim,simpan
1825,prepedan,prep
1826,cas,casabl
1827,randugu,randugunting
1828,tjahja,tjahjanto.
1829,rawabin,rawabinangun
1830,kos,kospin
1831,cari,caringin
1832,panakk,panakkukang
1833,bulustalan,bulust
1834,blangp,blangpidie
1835,buka:08.00-,buka:08.00-20.00wib
1836,cord:6p58,cord:6p58mr9w+7q
1837,luk,lukman
1838,bebe,bebesen
1839,jatinegara,jat
1840,orc,orchid
1841,jatim,jatimekar
1842,nua,nuansa
1843,lumi,luminari
1844,cook,cookies
1845,pengir,pengiriman
1846,gir,girang
1847,panja,panjaitan
1848,bob,boboko
1849,merv,mervinna
1850,giov,giovanni
1851,ranca,rancamahi
1852,uro,urongo
1853,surmi,surmiyati
1854,rodh,rodhotul
1855,ana,ananda
1856,hiday,hidayatul
1857,bou,bougen
1858,pojok),pojok
1859,bany,banyakan
1860,kel.,kel
1861,badr,badriah
1862,andar,andarina
1863,klampis,klam
1864,adia,adiantum
1865,anda,andayasa
1866,ngan,nganjuk
1867,nugraha-purwoda,nugraha-purwodadigrobogan
1868,asem,asem
1869,camp,campina
1870,nale,nalendro
1871,cililitan,cili
1872,flex,flexible
1873,wiyu,wiyurejo
1874,aman,amansari
1875,mukhot,mukhotobah
1876,salon.,salon
1877,rizq,rizqiani
1878,tsanaw,tsanawiyah
1879,nahdl,nahdlatul
1880,ekspe,ekspedisi
1881,haji,haji
1882,clus,cluster
1883,nirwana,nirw
1884,founda,foundation
1885,rosal,rosalinda
1886,tru,trubus
1887,kateg,kateguhan
1888,had,hadiat
1889,kemena,kemenangan
1890,sedul,sedulurku
1891,can,canggu
1892,pah,pahala
1893,niaga),niaga
1894,celc,celcius
1895,maja.f,maja
1896,inh,inhome
1897,gend,gendhis
1898,eza,ezacha
1899,swad,swadaya
1900,sukag,sukagalih
1901,al-j,al-jamil
1902,husna,husnayain
1903,pras,prasindo
1904,tinggi,tin
1905,petern,peternakan
1906,sambongjaya,samb
1907,durunganbelakang,durungan
1908,proklamasi.,proklamasi
1909,natu,natural
1910,diz,diztro
1911,wellne,wellness-ho
1912,fir,firman
1913,ses,sesuai
1914,(alfam,(alfamart)
1915,sapu,saputra
1916,ramb,rambutan
1917,kedung,kedunggaleh
1918,surtik,surtikanti
1919,kawahm,kawahmanuk
1920,kunin,kuningan-
1921,lamba,lambakara
1922,al.ba,al.baidho
1923,depok,depan
1924,pampang,pamp
1925,bumipu,bumiputera
1926,ketenagak,ketenagakerjaan
1927,menan,menanggal
1928,harapan,hara
1929,mulya,mulia
1930,jaw,jawara
1931,kelo,kelompok
1932,pedd,peddock
1933,hidayatus,hidayatussubban
1934,reksob,reksobayan
1935,baj,bajuri
1936,ale,aleeya
1937,alalak,ala
1938,kesela,keselamatan
1939,penggil,penggilingan
1940,many,manyaran
1941,suzuki),suzuki
1942,lak,laksda
1943,vil,villas
1944,kreasi,kreasitama
1945,utarart4,utara
1946,vinc,vincent
1947,galu,galumpit
1948,penit,penitipan
1949,lingku,lingkungan
1950,madin,madinatur
1951,ainurr,ainurrafiq
1952,yasmin.,yasmin
1953,gab,gabung
1954,na.3.0,na.3.09.05
1955,silo,silondae
1956,loka,lokasari
1957,nefonaek,nef
1958,karangmalang,kara
1959,ikhw,ikhwanul
1960,dap,dapoer
1961,sumberwadung),sumberwadung
1962,nela,nelayan
1963,uni,united
1964,mugi,mugirejo
1965,sawo,sawo
1966,wonok,wonokarto
1967,indraloka,indra
1968,site,sitepat
1969,geja,gejayan
1970,hasi,hasibuan
1971,liwa.,liwa
1972,purn,purnama
1973,zen,zenith
1974,adam,adam
1975,sppdkemd,sppdkemd
1976,ocea,oceania
1977,raudl,raudlatul
1978,enj,enjong
1979,krak,krakatau
1980,bup,bupati
1981,baur,baureno
1982,hous,house014
1983,poe,poejok
1984,iba,ibadah
1985,sa'a,sa'adah
1986,demun,demung-tr
1987,rusp,ruspita
1988,srik,srikandi
1989,goen,goendoel
1990,darutt,daruttaqwa
1991,kaml,kamling
1992,photow,photoworks
1993,seaf,seafood
1994,ballroomroyal,ballroom
1995,sandr,sandrafin
1996,garm,garment
1997,dimen,dimension
1998,calif,califonia
1999,citep,citepus-c
2000,hary,haryono
2001,warungbambu,war
2002,pedan-,pedan-cawas
2003,buah-b,buah-buahan
2004,emb,embong
2005,bangki,bangkinang
2006,rinj,rinjani
2007,pet,petro
2008,navi,navicom
2009,anjasmoro,anjas
2010,kia,kiansa
2011,gon,gondek
2012,tambak,taman
2013,aisy,aisyiyah
2014,dju,djuari
2015,opti,optikal
2016,cic,cicale
2017,alv,alviza
2018,makn,maknyuss
2019,jatiwar,jatiwaringin
2020,sutr,sutrisno
2021,pelang,pelangsing
2022,rai,raisha
2023,nadhi,nadhiraff
2024,sejaht,sejahtera.
2025,haq),haq
2026,baiturr,baiturrahman
2027,sukagalih,sukak
2028,dung,dungingi
2029,beri,beringin
2030,sisingama,sisingamangaraja
2031,muhajirin)pleret,muhajirin
2032,mars,marsudi
2033,johar,joha
2034,indone,indonesia.
2035,perma,permadani
2036,leti,letikan
2037,widy,widyodin
2038,rin,ringan
2039,peure,peureulak
2040,bure,bureau.
2041,baren),baren
2042,tengk,tengkulak
2043,epi,epicen
2044,jomb,jombang
2045,gelang,gelanggang
2046,satata,satataring
2047,tay,taylor
2048,sha,shabir
2049,khal,khalifa
2050,sumbersari,suma
2051,ibra,ibrahim
2052,murwi,murwibowo
2053,joe,joe-ho
2054,peju,pejuang
2055,awal,awaludin
2056,purp,purpose
2057,keri,kerinci
2058,gemb,gembira
2059,sungai,sun
2060,dhy,dhyana
2061,mujah,mujahidin
2062,majid,majidiyah
2063,eupo,euporia
2064,perfume,perm
2065,kuna,kunanti
2066,wati,watimin
2067,s.h.,s.h.
2068,yost,yostiens
2069,hendri,hendriyadi
2070,ibtida,ibtidaiyah
2071,panti-,panti-bts.
2072,wetan,wet
2073,chata,chatarina
2074,wedd,wedding
2075,kedon,kedondong
2076,brin,bringin
2077,puspo,puspoyono
2078,natr,natrally
2079,pilangbango,pil
2080,sumar,sumartini
2081,borob,borobudur
2082,mat,matana
2083,vint,vintage
2084,specia,specialist
2085,kitchenscate,kitchenscatering&snack
2086,abi,abidin
2087,pasarsid,pasarsidat.com
2088,yani,yans
2089,wota,wotawati
2090,rawal,rawalumbu
2091,dpr,dpr-ri
2092,ciamis),ciamis
2093,tahf,tahfidz
2094,buna,bunaken
2095,tjan,tjandra
2096,balongsari,bal
2097,profes,profesional
2098,ika,ikatwi
2099,klam,klampis
2100,kramat.,kramat
2101,baok),baok
2102,law,lawang
2103,emer,emerald
2104,bani,baniang
2105,lari,larisya
2106,drag,dragonz
2107,subandriyo,subandriyo
2108,baeturr,baeturrohman
2109,fird,firdaus
2110,suwa,suwandi
2111,kars,karsumi
2112,agung,agu
2113,kuku,kukubima
2114,tubanan,tuba
2115,atla,atlantik
2116,tara,tarakan
2117,rafi,rafindo
2118,minto,mintorejo
2119,hbo.,hbo
2120,berdik,berdikari.
2121,albi,albilad
2122,pele,pelepah
2123,sumberrejo,sumbe
2124,sukok,sukokerto
2125,pengadegan,pen
2126,cappu,cappucino
2127,katedral,kate
2128,roma,romadhon
2129,cli,clinic
2130,kebraon,kebr
2131,mate,material
2132,meluwung),meluwung
2133,repu,republic
2134,taw,tawang
2135,mes,mesjid
2136,holi,holiday
2137,cafeb,cafeboras
2138,kios,kiospon
2139,nun,nuning
2140,glan,glandang
2141,sine,sinergi
2142,exclu,exclusive
2143,pasundan36,pasu
2144,watamp,watampanua
2145,out,outlet
2146,banjaragung),banjaragung
2147,rangkasbitung),rangkasbitung
2148,delu,delucent
2149,batabuah,bata
2150,pringu,pri
2151,cimbn,cimbniaga
2152,tazm,tazmania
2153,don,donuts
2154,tegalw,tegalwangi
2155,muce,muceukil
2156,angk,angkasa
2157,pran,pranoto
2158,wan,wanita
2159,ngla,nglampir
2160,ciku,cikurai
2161,centra,centratama
2162,unia,uniarti
2163,aur,aurora
2164,pulu,pulungan
2165,cor,corner
2166,sempidi-,sempidi-lukluk
2167,jatina,jatinangor
2168,gatrat,gatratama.
2169,cemer,cemerlang
2170,daf,daftar
2171,api,apique
2172,gent,genteng
2173,serp,serpong
2174,bimbi,bimbingan
2175,bela,belajar
2176,ori,orindo
2177,marga,margasari
2178,kid,kidney
2179,manggarai,mangg
2180,kopi,kopi
2181,gin,gintha
2182,paka,pakaian
2183,purb,purbaya
2184,mutiara,muti
2185,hars,harsono
2186,jl.anggrekdangerakko,jl.anggrek
2187,roro,rorotan
2188,khi,khitan
2189,buaran.,buaran
2190,mapot,mapotorop
2191,alat-,alat-alat
2192,wonokusumo,wono
2193,cume,cumedak
2194,prop,property
2195,sian,siantan
2196,succ,success
2197,notos,notosuman
2198,blosso,blossom-ho
2199,kuni,kuningan
2200,kateru,katerungan
2201,mangg,manggarai
2202,dirgan,dirgantara
2203,mela,melawai
2204,deni,denisha
2205,hasanu,hasanuddin
2206,kenanga,kena
2207,keseh,kesehatan
2208,panaruk,panarukan-er
2209,wrin,wringin
2210,sambik,sambikerep
2211,jad,jadoel
2212,samping,samping
2213,rusu,rusunawa
2214,senan,senandung
2215,pria,priatno
2216,majap,majapahit
2217,al-muha,al-muhajirin
2218,belimbing,belim
2219,1mb,1mb
2220,khai,khairat
2221,adipura),adipura
2222,kpkbdesa,kpkb
2223,kalisetailsempu,kalisetail
2224,pancatu,pancatunggal
2225,roe,roemah
2226,rid,ridwan
2227,lagoa,lag
2228,madinatu,madinatunnajah
2229,alang-alang.,alang-alang
2230,lakarsantri,lak
2231,tuk,tuktuk
2232,era,eramas
2233,sui,suites
2234,kru,krueng
2235,sulsel,sul
2236,centrert:07,centre
2237,isdiman.,isdiman
2238,allah),allah
2239,tas,tasikm
2240,gros,grosir
2241,tlogop,tlogopatut
2242,top,toplis
2243,anj,anjali
2244,inte,interior
2245,sart,sartika
2246,dies,diestry
2247,telaga-su,telaga-sumedang
2248,koro,korogan
2249,lame,lamesia
2250,aris,arisman
2251,kelur,kelurahan
2252,teki,tekindo
2253,grama,gramapuri
2254,tion,tionghoa
2255,nang,nanggroe
2256,darussala,darussalam-banda
2257,pizzea,pizzeapasta
2258,retnoni,retnoningrum
2259,bulust,bulustalan
2260,sta,statis
2261,tamans,tamansiswa
2262,kusu,kusumah
2263,cili,ciliwung
2264,wiyung,wiy
2265,beren,berencana
2266,pemberd,pemberdayaan
2267,fisiot,fisioterapi
2268,bre,brebes
2269,juti,jutini
2270,manguh,manguharjo
2271,tid,tidung
2272,widyodin,widyodiningrat
2273,advo,advokat
2274,widjaksono,widjaksono
2275,olim,olimart
2276,east,eastland
2277,wir,wiryaa
2278,jaedesa,jae
2279,kau,kauman
2280,gen,genjot
2281,resi,residen
2282,aesth,aesthetic
2283,babe,babelan
2284,lau,lautan
2285,rac,racing
2286,pain,painting
2287,zulkar,zulkarnaen
2288,tangki,tan
2289,segi,segitiga
2290,gyp,gypsum
2291,ciampea,ciam
2292,ern,ernani
2293,kaca,kacamata
2294,medi,medikal
2295,marj,marjuki
2296,indah.no',indah
2297,cipa,cipayung
2298,tela,teladan
2299,jia,jianto
2300,mene,menengah
2301,pert,pertiwi
2302,perad,peradaban
2303,impres,impressions
2304,mule,muletetu
2305,narm,narmada
2306,cell.,cell
2307,lemp,lempong
2308,depart,department
2309,sili,silicon
2310,aprili,apriliawan
2311,sus,susilo
2312,mulu,mulungan
2313,resucks,resucksionis
2314,alung(samping,alung
2315,darl,darling
2316,pae,paerte
2317,ma-,ma-mts
2318,kodam.,kodam
2319,amp,ampera
2320,syah,syahdan
2321,adv,advent
2322,kelin,kelintang
2323,rabb,rabbani
2324,oti,otista
2325,d'j,d'java
2326,panj,panjunan
2327,cokroa,cokroatmojo
2328,homesta,homestay
2329,akancae,akancaenesfod
2330,ciherang),ciherang
2331,insp,inspire
2332,tegal,tegalsari
2333,dompu),dompu
2334,plawad),plawad
2335,yas,yasmin
2336,maj,majlis
2337,grob,grobogan
2338,lem,lemari
2339,sukahaj,sukahaji-maja
2340,islam),islam
2341,pandeglang,pangk
2342,sal,salafy
2343,bala,balarea
2344,mall),mall
2345,pasa,pasaribu
2346,pig,pigora
2347,artis,artistika
2348,char,charpet
2349,fan,fantri
2350,carr,carrier
2351,cemi,cemilan
2352,dol,dolopo
2353,pun,puncak
2354,mil,milgas
2355,kwa,kwarta
2356,pira,piranha
2357,cang,cangkir
2358,nurj,nurjamil
2359,kuri,kuripan
2360,purw,purwono
2361,kahayan.,kahayan
2362,fatura,faturahman
2363,jangari,jang
2364,ind,indona
2365,fond,fondaco
2366,spr,spring
2367,nyin,nyingkur
2368,asman,asmanadia
2369,cokroam,cokroaminoto
2370,fer,ferari
2371,kee,keedai
2372,amari,amarillis
2373,asyu,asyukur
2374,padjaj,padjajaran
2375,gala-,gala-gala
2376,lamongan,lamongan-babat
2377,gape,gapensi
2378,typow,typoworks
2379,dwikora.,dwikora
2380,tt66-,tt66-raya
2381,seriri,seririt-si
2382,nasu,nasution
2383,zalfa,zalfathan
2384,pt.pra,pt.pratama
2385,uru,urusan
2386,ile,ileman
2387,ferli,ferli
2388,prmo,prmotion
2389,redd,reddoorz
2390,alum,alummah
2391,elisa,elisabeth
2392,aly,alyang
2393,ron,roning
2394,saa,saadah
2395,bor.,bor
